Title,Actual_Price,Selling_Price,Brand,Model Name,Colour,Form_Factor,Connectivity_Type
"boAt Airdopes 121v2 in-Ear True Wireless Earbuds with Upto 14 Hours Playback, with Mic, 8MM Drivers, Battery Indicators, Lightweight Earbuds & Multifunction Controls(Midnight Blue)","₹2,990","1,299",boAt,Airdopes 145,Midnight Blue,In Ear,Bluetooth 5.0
"boAt Rockerz 255 Pro+ in-Ear Bluetooth Neckband with Upto 40 Hours Playback, ASAP Charge, IPX7, Dual Pairing, BT v5.0, with Mic (Active Black)","₹3,990","1,299",boAt,Rockerz 255 Pro+,Active Black,In Ear,Bluetooth 5.0
Meyaar [Pack of 2 SPN.SP-29 Ultra High Bass Perfume Wired in-Ear Earphones (2 White),₹999,199,Meyaar,SP-29,White (2 Pack),In Ear,Wired
Meyaar Alpha-2 Ultralight Weight Wired On Ear Headphones with Mic (Green Black),"₹1,499",399,Meyaar,Alpha-2,Green Black,On Ear,Wired
"ZEBRONICS Zeb-BRO PRO in Ear Wired Stereo Earphones with Mic, 3.5mm Audio Input Jack, 10mm Drivers, in-Line Mic, 1.2 Metre Cable (Blue)",₹449,199,ZEBRONICS,Zeb-BRO PRO (Blue),Blue,In Ear,Wired
"ZEBRONICS Zeb Evolve Wireless Bluetooth in Ear Neckband Earphone, Rapid Charge, Dual Pairing, Magnetic earpiece,Voice Assistant with Mic (Orange)","₹1,499",499,ZEBRONICS,Zeb Evolve (Orange),Orange,In Ear,Bluetooth
"pTron Bassbuds Tango ENC, Dedicated Movie Mode, 40Hrs Total Playtime, Bluetooth 5.1 Truly Wireless in Ear Earbuds with Mic, Deep Bass, Touch Control TWS & Type-C Fast Charging (White)","₹3,999","1,099",PTron,Bassbuds,Moon White,nan,nan
"ZEBRONICS Zeb-Thunder Wireless Bluetooth Over The Ear Headphone, FM, mSD, 9 hrs Playback with Mic (Blue)","₹1,399",599,ZEBRONICS,ZEB-Thunder,Blue,Over Ear,"Wireless, Wired"
"Zebronics Zeb-Lark Metallic Wireless in Ear Neckband Earphone with BT 5.0, Rapid Fast Charging (Metallic Green)","₹1,449",798,ZEBRONICS,ZEB-LARK,Metallic Green,In Ear,Wireless
"boAt Rockerz 255 Pro+ in-Ear Bluetooth Neckband with Upto 40 Hours Playback, ASAP Charge, IPX7, Dual Pairing, BT v5.0, with Mic (Navy Blue)","₹3,990","1,299",boAt,Rockerz 255 Pro+,Navy Blue,In Ear,Bluetooth 5.0
Meyaar Pluss RP-2208 Series Wired Handsfree Stereo Earphones in-Ear Headphones Bass Earbuds (2 Pack| White),₹999,269,Meyaar,Meyaar,White,In Ear,Wired
(Renewed) boAt Rockerz 510 Bluetooth Wireless On Ear Headphones with Mic (Green),,,boAt,Rockerz 510,Viper Green,On Ear,bluetooth
"Portronics Harmonics Z1 in-Ear Wireless Stereo Headset with Latest Bluetooth 5.2 Voice Assistant, Magnetic Latch, Upto 15Hrs Playtime, with Mic (Green)","₹1,999",999,Portronics,Harmonics Z1,Green,In Ear,Wireless
"boAt Rockerz 330 Pro in-Ear Bluetooth Neckband with 60HRS Playtime, ASAP Charge, ENx Tech, Signature Sound, BT v5.2, Dual Pairing, IPX5, with Mic (Active Black)","₹2,990","1,799",boAt,Rockerz 330 Pro,Active Black,In Ear,Bluetooth 5.2
(Renewed) boAT 103 wireless Blue In Ear Wireless Earphone,,,boAt,Boat 103-cr,Blue,In Ear,Wireless
"boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx Tech, Beast Mode for Gaming, with Mic, ASAP Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP & Stone 1000 14W Bluetooth Speaker",,,boAt,,,In Ear,Wireless
Jabra Elite Active 65t Truly Wireless Bluetooth In Ear Earbuds with Mic (Copper Black),"₹31,148","23,148",Jabra,,Black,In Ear,Wireless
"boAt Immortal IM 300 Over-Ear Wired Gaming Headphones with 50mm Drivers, 3D Spatial Sound, RGB LEDs, Dual Mics & Driver Customizations via Plugin Labz(Black Sabre)","₹4,990","2,099",boAt,Immortal IM-300,Black Sabre,Over Ear,Wired
"Meyaar SPN Edition Wired Durable Earphone Metal Earphones Earbuds with Microphone & Deep Bass Clear Sound Noise Isolating in Ear Headphones, Ear Buds for All Smartphones (Metal White)",₹999,119,Meyaar,,Metal White,In Ear,wired usb
Jabra Evolve 20 UC Stereo Wired Headset / Music Headphones (U.S. Retail Packaging),,"7,950",Jabra,Evolve 20 UC - SME,black,On Ear,Wired
"boAt Airdopes 141 Pro True Wireless in Ear Earbuds with 45H Playtime, Quad Mics ENx Tech, 12mm Drivers, ASAP Charge, Beast Mode for Gaming & BT v5.3(Active Black)","₹2,999","1,499",boAt,Airdopes 141,Active Black,In Ear,Bluetooth
"ZEBRONICS Zeb-Evolve BTv5.0, Voice Assistant, Rapid Charge, Dual Pairing, Call Function, Magnetic Earpiece Bluetooth Wireless in Ear Earphones with Mic (Metallic Green)","₹1,499",499,ZEBRONICS,ZEB-EVOLVE,Metallic Green,In Ear,Wireless
boAt Airdopes 141 Bluetooth Truly Wireless in Ear Earbuds with 42H Playtime & Rockerz 450 Bluetooth On Ear Headphones with Mic & Rockerz 450 Bluetooth On Ear Headphones with Mic,,"1,999",boAt,,"White, Blue, Black","In Ear, On Ear",Wireless
"(Renewed) boAt Airdopes 601 ANC with Swipe Controls and 28 Hours Playtime Bluetooth In Ear Headset (Black, In the Ear)",,"2,499",boAt,Airdopes 601ANC-cr,Black,In Ear,Wireless
"Meyaar Beex Pack of 3 Abhinandan Series Wired in-Ear Earphones Handsfree with Mic and Tangle-Free Cable Compatible with All Android Smartphones, MP3 Players, Fits All 3.5mm Interface (3 Pack| Black)","₹1,299",379,Meyaar,Meyaar,Black,In Ear,Wired
"boAt Newly Launched Rockerz 378 Bluetooth Neckband with Spatial Bionic Sound Tuned by THX, Beast™ Mode, ASAP™ Charge, Signature Sound, 25 Hours Playtime & BT v5.1(Vibrant Red)","₹3,490","1,299",boAt,Rockerz 378,Vibrant Red,In Ear,Bluetooth
"Portronics Harmonics Z2 Wireless Bluetooth 5.2 Headset with Mic, ENC Noise Cancelling, Upto 30Hrs Playtime, Fast Charging Type C Neckband, Voice Assistant, & in-line Controls (Sky Blue)","₹1,999",749,Portronics,Harmonics Z2,Sky Blue,In Ear,Wireless
"Boult Audio Truebuds Truly Wireless in Ear Earbuds with 32H Battery Life, Type-C Fast Charging, IPX7 Waterproof, Made in India, Rich Bass Bluetooth Ear Buds TWS Airbass Bluetooth Ear Buds (Grey)","₹7,999","1,199",Boult Audio,AirBass,Grey,In Ear,Wireless
"CableCreation 3.5mm TRS Aux Cable, Braided Audio Auxiliary Input Adapter Male to Male for Car, Hi-Fi Sound, Cotton Compatible with Headphone, Galaxy S22, Phone, Home Stereo, Car Stereo&More",,599,CableCreation,,"Gold, White, Black",nan,Auxiliary
(Renewed) boAt Airdopes 441 Bluetooth Truly Wireless In Ear Earbuds With Mic (Mint Purple),,,boAt,,Mint Purple,In Ear,Wireless
"ZEBRONICS Zeb Duke 101 Wireless Headphone with Mic, Supporting Bluetooth 5.0, AUX Input Wired Mode, mSD Card Slot, Dual Pairing, On Ear & FM,12 hrs Play Back time, Media/Call Controls (Black)","₹1,899","1,349",ZEBRONICS,Zeb Duke 101 (Black),Black,Over Ear,"Wireless, Wired"
boAt Airdopes 141 Bluetooth Truly Wireless in Ear Earbuds (Cyan Cider) & Rockerz 450 Bluetooth On Ear Headphones with Mic (Aqua Blue) & Stone 650 10W Bluetooth Speaker (Red),,"1,999",boAt,,"Red, Blue","In Ear, On Ear",Wireless
Jabra Evolve 20SE UC Stereo,"₹13,500","7,800",Jabra,,black,On Ear,Wired
"Meyaar RPlus Earbuds Headphones with Microphone Pack of 2, Earbuds Wired Stereo Earphones in-Ear Headphones Bass Earbuds, for iOS and Android Smartphones, MP3 Players (Black + White)",₹999,259,Meyaar,,Black,In Ear,wired usb
Skullcandy Indy Fuel Truly Wireless Bluetooth in Ear Earbuds with Mic (Black),"₹14,999","7,661",Skullcandy,Indy Fuel,Black,In Ear,Wireless
"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Integrated Controls and Dual Modes(Luscious Black) & Rockerz 255 Pro+ in-Ear Bluetooth Neckband",,"1,999",boAt,,Luscious Black,On Ear,Wireless
boAt Bassheads 225 in Ear Wired Earphones with Mic(Blue),₹999,699,boAt,Bassheads 225,Blue,In Ear,Wired
Jabra Evolve2 65 Headset with Charging Stand,"₹85,079","60,079",Jabra,,Black,On Ear,Bluetooth
"ZEBRONICS Zeb-Bang Pro Bluetooth Wireless On Ear Headphones with Mic V5.0, 30H Backup, Foldable, Call Function, Voice Assistant, Built-in Rechargeable Battery, Type C, 40Mm Driver and Aux (Black)","₹2,499","1,199",ZEBRONICS,Zeb- Bang Pro (Black),Black,On Ear,Wireless
Skullcandy Sesh Evo Truly Wireless Bluetooth in Ear Earbuds with Mic (Pure Mint),"₹9,999","3,890",Skullcandy,Sesh Evo,Pure Mint,In Ear,Wireless
Jabra 75+ MS LYC Bluetooth Wireless Over Ear Headphones with mic Black,,"8,790",Jabra,,"Red, Black",Over Ear,Wireless
boAt Bassheads 225 in Ear Wired Earphones with Mic(Raging Red Indi),₹999,599,boAt,Bassheads 225,Raging Red Indi,In Ear,Wired
"Portronics Harmonics 400 Bluetooth Wireless Sports Headset with 12Hrs Playtime, Type-C Charging Port, Magnetic Latch, Voice Assistant(Black)","₹1,999",999,Portronics,,Black,nan,nan
(Renewed) Skullcandy S5URHW-509 Wireless Bluetooth On Ear Headphone with Mic (Black),,,Skullcandy,S5URHW-509,Black,On Ear,Wireless
"Noise Tune Active Pro Wireless in Ear Neckband with Upto 60 Hours of Playtime, ESR, Dual Pairing, Low Latency, Instacharge, 10mm Driver, and Bluetooth v5.2 (Midnight Black)","₹2,999","1,239",Noise,Tune Active Pro,Midnight Black,In Ear,Wireless
Skullcandy Indy Evo Truly Wireless Bluetooth in Ear Earbuds with Mic (Pure Mint),"₹9,999","5,899",Skullcandy,Indy Evo,Pure Mint,In Ear,bluetooth
"ZEBRONICS Zeb-BRO PRO in Ear Wired Stereo Earphones with Mic, 3.5mm Audio Input Jack, 10mm Drivers, in-Line Mic, 1.2 Metre Cable (Red)",₹449,199,ZEBRONICS,Zeb-BRO PRO earphones (red),Red,In Ear,Wired
"pTron Tangentbeat in-Ear Bluetooth 5.0 Wireless Headphones with Mic, Enhanced Bass, 10mm Drivers, Clear Calls, Fast Charging, Magnetic Buds, Voice Assistant & IPX4 Wireless Neckband (Dark Blue)","₹2,498",749,PTron,Tangent,Dark Blue,nan,nan
"Portronics Harmonics Twins 24 Smart TWS Earbuds with Bluetooth 5.0, Upto 15 H Total Playtime, Type-C Charging Port & Voice Assistant(Black)","₹1,999","1,249",Portronics,Twins 24,Black,In Ear,Wireless
"Noise Buds VS104 in-Ear Truly Wireless in-The-Ear Bluetooth Earbuds with 30-Hours of Playtime, Instacharge, 13mm Driver and Hyper Sync, with Mic (Midnight Blue)","₹3,499","1,499",Noise,Buds VS104,Midnight Blue,In Ear,Wireless
Skullcandy Push Active True Wireless Earbuds with 44 Hours Total Battery & IP55 Sweat and Water Resistant (Light Gray Blue),"₹13,999","6,599",Skullcandy,Push Active,Orange Black,In Ear,Wireless
"boAt Nirvana 751 ANC Hybrid Active Noise Cancelling Bluetooth Wireless Over Ear Headphones with Up to 65H Playtime, ASAP Charge, Ambient Sound Mode, Immersive Sound, Carry Pouch(Gunmetal Grey)","₹7,990","3,999",boAt,Nirvanaa 751 ANC,Gunmetal Grey,Over Ear,Bluetooth 5.0
"Boult Audio Probass Anchor Active Noise Cancellation Bluetooth Wireless Over Ear Headphones with Mic with 30Hrs Playtime, Extra Bass with 40 Mm Drivers (Black)","₹9,999","3,999",Boult Audio,ProBass Anchor,Black,Over Ear,Wireless
(Renewed) boAT Rockerz 650 Active Bluetooth Wireless Over Ear Headphones With Mic Black,,,boAt,Boat Rockerz 650-cr,Black,On Ear,Wireless
Skullcandy Xtplyo S2WIHX-522 in-Ear Sport Earbuds with Mic,"₹12,900","7,409",Skullcandy,Xtplyo,Swirl,nan,nan
boAt Airdopes 451v2 Bluetooth Truly Wireless Earbuds with Mic(Raging Red),"₹5,990","3,499",boAt,Airdopes 451v2,Raging Red,In Ear,Wireless
"boAt Airdopes 172 True Wireless in Ear Earbuds with ENx™ Tech, Beast Mode, 35H Playtime, 11mm Drivers, ASAP™ Charge, IPX4, IWP™, Touch Controls(Cosmic Maroon)","₹2,990","1,299",boAt,Airdopes 172,Cosmic Maroon,In Ear,Bluetooth
"Boult Audio Truebuds with 30H Playtime, IPX7 Waterproof, Made in India, Type C Fast Charging (10Min=100Mins), Rich Bass, Pro+ Calling HD Mic, IPX5 Airbass Bluetooth True Wireless in Ear Earbuds (Red)","₹7,999","1,199",Boult Audio,AirBass,Red,In Ear,Wireless
"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions(Aqua Blue) & Airdopes 121v2 in-Ear True Wireless Earbuds",,"1,299",boAt,,Aqua Blue,On Ear,Wireless
"Logitech H340 Stereo Wired Over Ear Headphones With Mic With Noise-Cancelling, Usb, Pc/Mac/Laptop - Black","₹3,195","2,490",Logitech,l1,Black,Over Ear,Wired
"Logitech H340 Stereo Wired Over Ear Headphones With Mic With Noise-Cancelling, Usb, Pc/Mac/Laptop - Black","₹3,195","2,490",Logitech,l1,Black,Over Ear,Wired
Meyaar SPN Edition Deep Bass Wired Durable Metal Earphones Headphones with Microphone in Ear Earbuds Noise Isolating Earphones Remote & Mic Headset Stereo Headphones for Android & iOS (Metal White),₹799,119,Meyaar,,Metal White,Earbuds,wired usb
"Portronics Muffs M POR-1073 Wireless Bluetooth 5.0 Stereo On-Ear Headphones with Immersive Stereo Sound, Hands Free Mic & AUX Port (Grey)","₹1,999","1,549",Portronics,Headphone,Grey,On Ear,Wireless
"Noise Newly Launched Bravo Bluetooth in Ear Neckband with Upto 35 Hours of Playtime, Instacharge (10-min Charge=10-hrs Playtime), ESR,10mm Driver, Dual Pairing and BT v5.2 (Jet Black)","₹2,799",999,Noise,Bravo,Jet Black,In Ear,Wireless
Portronics Harmonics Twins 33 Smart Truly Wireless Bluetooth in Ear Earbuds with Mic (Black),"₹3,499","1,749",Portronics,,Black,In Ear,Wireless
Jabra Bluetooth Wireless On Ear Headphones With Mic 75 Uc Stereo - Black,"₹58,990","28,500",Jabra,,black,On Ear,Wireless
ZEBRONICS Zeb-Bang Bluetooth Wireless Over Ear Headphones with Mic (Orange),"₹1,799",699,ZEBRONICS,Zeb-Bang,Orange,Over Ear,"Wireless, Bluetooth 5.0"
"Portronics Ear 2 in-Ear Wired Earphones with Mic, Powerful Audio, Woven Braided Wire, 3.5mm Audio Jack",₹599,349,Portronics,Ear 2,Black,In Ear,Wired
"(Renewed) boAt Airdopes 500Anc Bluetooth Truly Wireless in Ear Earbuds with Mic with 35Db Hybrid ANC, Detection for Gaming, Quad with Enx Tech, Upto 28 Hrs Playback, ASAP Charge, Ambient Mode(Tranquil White)",,,boAt,Airdopes 500ANC,Tranquil White,In Ear,Bluetooth
(Renewed) Skullcandy Indy Truly Wireless Bluetooth In Ear Earbuds with Mic (Black),,,Skullcandy,,Black,In Ear,Wireless
"Boult Audio Z40 True Wireless in Ear Earbuds with 60H Playtime, Zen™ ENC Mic, Low Latency Gaming, Type-C Fast Charging, Made in India, 10mm Rich Bass Drivers, IPX5, Bluetooth 5.1 Ear Buds TWS (White)","₹4,999","1,499",Boult Audio,AirBass,Z40 White,In Ear,Wireless
"Meyaar R_Plus Earphones Wired in-Ear Headphones, Noise Isolating Tangle-Free Earbuds, Heavy Deep Bass, Compatible with All Smartphones,(Black)",₹999,249,Meyaar,,Golden Black,In Ear,wired usb
"Jabra Evolve2 65 MS Wireless Headset with Link380a, Mono, Black – Wireless Bluetooth Headset for Calls and Music, 37 Hours of Battery Life, Passive Noise Cancelling Headphones",,"30,360",Jabra,,black,On Ear,"Wireless, Wired"
"Meyaar DG-Beex in-Ear Wired Earphones HF-08 with Super Extra Bass, in-line Mic, Glossy Inspired Design and Perfect Length Cable (Furious White)",,179,Meyaar,,Metal White,In Ear,wired usb
boAt BassHeads 900 On-Ear Wired Headphones with Mic (White),"₹2,490",849,boAt,BassHeads,Pearl White,On Ear,Wired
Skullcandy Mod True Wireless in-Ear Earbuds - True Black,"₹16,999","5,999",Skullcandy,Mod True Wireless,Green Black,In Ear,Wireless
Portronics POR-119 Harmonics Notes Bluetooth 5.0 Wireless Sports Headphone(Black),"₹2,499","1,705",Portronics,POR-119,Black,In Ear,Wireless
"boAt Rockerz 245v2 Bluetooth Wireless in Ear Earphones with Upto 8 Hours Playback, 12mm Drivers, IPX5, Magnetic Eartips, Integrated Controls and Lightweight Design with Mic (Navy Blue)","₹2,490","1,099",boAt,Rockerz,Navy Blue,In Ear,Bluetooth 5.2
"Boult Audio Probass Anchor Active Noise Cancellation Bluetooth Wireless Over Ear Headphones with Mic with 30Hrs Playtime, Extra Bass with 40 Mm Drivers (Black)","₹9,999","3,999",Boult Audio,ProBass Anchor,Black,Over Ear,Wireless
"ZEBRONICS Zeb-Thunder Bluetooth Wireless Over The Ear Headphone FM, mSD, 9 hrs Playback with Mic (Blue with Red)","₹1,399",599,ZEBRONICS,Zeb - Thunder (Blue with red),Blue with Red,Over Ear,Wireless
"Jabra Evolve2 40 Usb-A, Ms Stereo Wired On Ear Headphones Without Mic (Black)","₹17,058","14,000",Jabra,Evolve2 40,Black,On Ear,Wired
"boAt Airdopes 141 Bluetooth Truly Wireless in Ear Earbuds with 42H Playtime, Beast Mode(Low Latency Upto 80ms) for Gaming, IPX4 Water Resistance, ENx Tech, IWP, Smooth Touch Controls(Cyan Cider)","₹4,490","1,099",boAt,Airdopes 141,Cider Cyan,In Ear,Bluetooth 5.1
"boAt Airdopes 141 Bluetooth Truly Wireless in Ear Earbuds with 42H Playtime, Beast Mode(Low Latency Upto 80ms) for Gaming, ENx Tech, IWP, IPX4 Water Resistance, Smooth Touch Controls(Pure White)","₹4,490","1,099",boAt,Airdopes 141,Pure White,In Ear,Bluetooth 5.1
ZEBRONICS Zeb-Yoga 2 Wireless Neckband with 21 hrs.* of Playback time (Black),,849,ZEBRONICS,Zeb-Yoga 2 (Black),Black,In Ear,Wireless
"Meyaar DGBeex Edition Wired Durable Metal Earphones Earbuds with Microphone & Deep Bass Clear Sound Noise Isolating in Ear Headphones, Stereo Ear Buds for Cell Phones, Laptop, Tablet, Gaming Black",,199,Meyaar,,Metal Black,In Ear,Wired
"Portronics Conch Beta Wired in Ear Earphones with Mic POR-1071, 1.2m Tangle Free Cable, in-Line Mic, Noise Isolation 3.5mm Aux Port and High Bass, for All Android & iOS Devices(Black)",₹599,449,Portronics,Wired Earphone,Black,In Ear,Wired
(Renewed) boAt Rockerz 245 v2 Bluetooth Wireless in Ear Earphones with Mic Raging Red,,,boAt,Rockerz 245 v2,Raging Red,In Ear,Wireless
"Boult Audio Newly Launched Z15 with 32Hrs Playtime, Pro+Calling HD Mic, Type-C Lightning Boult™ Fast Charging (10mins=100Mins), BoomX™ Tech Rich Bass, Touch Controls, IPX5, in Ear Earbuds TWS (White)","₹2,999","1,299",Boult Audio,AirBass,Z15 White,In Ear,Wireless
"(Renewed) boAt Rockerz 195 Bluetooth Headset  (Fiery Black, In the Ear)",,,boAt,,Fiery Black,nan,Wireless
ZEBRONICS Zeb-Duke1 Bluetooth Wireless Over Ear Headphones with Mic (Blue),"₹2,499",999,ZEBRONICS,ZEB-DUKE1 (BLUE),Blue,Over Ear,"Wireless, Wired"
"Zebronics Zeb Yoga 101 (Gray) Wireless Neckband Earphone with 10mm Neodymium Driver, Dual Pairing, Magnetic Earpiece and Voice Assistant","₹2,499","1,099",ZEBRONICS,Zeb Yoga 101,GRAY,In Ear,Wireless
Skullcandy Inkd Plus Wired in Ear Earphones with Mic (Black),"₹1,999","1,299",Skullcandy,Ink'd Plus,Black,In Ear,Wired
"Boult Audio Probass Curve Bluetooth Wireless in Ear Earphones with Mic with Ipx5 Water Resistant, 12H Battery Life & Extra Bass (Blue)","₹3,499",899,Boult Audio,Curve,Blue,In Ear,Bluetooth 5.0
"Zebronics Zeb - Paradise Wireless BT Headphone Comes with 40mm Drivers, AUX Connectivity, Built in FM, Call Function, 15Hrs* Playback time and Supports Micro SD Card (Green)","₹1,399",999,ZEBRONICS,,Green,On Ear,Wireless
"Noise Newly Launched Buds Connect Truly Wireless in Ear Earbuds with 50H Playtime, Quad Mic with ENC, Instacharge(10 min=120 min), 13mm Driver, Hyper Sync, and BT v5.2 (Carbon Black)","₹3,999","1,499",Noise,Buds Connect,Carbon Black,In Ear,Wireless
"Wings Phantom 110 Neckband with ENC Mic,Dual Pairing, 20 hrs Playtime, Bluetooth 5.3,Dedicated Bass Boost Mode and Gaming Mode with 50ms Ultra Low Latency Headphones (Green)","₹1,999",899,Wings,WL-PHANTOM110-GRN,Green,nan,nan
Jabra Evolve2 65 UC Wireless Bluetooth Headphone with Mic (Black),,"36,139",Jabra,,Black,Over Ear,Wireless
"Portronics Harmonics Twins 27 Smart TWS Earbuds with ANC+ENC Noise Cancelling, 35 Hrs Playtime, Voice Assistant, Dual Mic. Support, Feather Touch(White)","₹3,999","1,699",Portronics,Harmonics Twins 27,White,In Ear,Wireless
Skullcandy Crusher Bluetooth Wireless Over Ear Headphone with Mic (Black),"₹97,686","71,686",Skullcandy,Crusher ANC,Black,Over Ear,Wireless
Jabra Evolve 100-55900000-99 20 UC Wired On Ear Headset with Mic (Black),"₹7,156","7,000",Jabra,Evolve,Black,nan,nan
"Meyaar SPN Wired Durable Metal Earphones SP-26 with Microphone & Deep Bass Clear Sound Noise Isolating in Ear Headphones, Stereo Ear Buds for Cell Phones, Laptop, Tablet, (Metal Black)",₹799,119,Meyaar,,Metal Black,In Ear,wired usb
"Meyaar Zigzag-9139 in-Ear Metal Earphones with Super Extra Bass Headphones, Metallic Finish Earbuds with Mic & Tangle-Free Cable and Gold Plated Jack Metal Headset (Metal Black)",₹999,329,Meyaar,,Black,In Ear,wired usb
(Renewed) Portronics Harmonics Twins S2 Wireless Sports Earbuds Bluetooth 5.0 I Voice Assistant I 20 Hrs Playtime with Case I Type C Charging (Blue),,,Portronics,Harmonics Twins S2,Blue,nan,Wireless
(Renewed) boAT 103 wireless Mint Green In Ear Wireless Earphone,,,boAt,Boat 103-cr,Mint Green,In Ear,Wireless
Skullcandy Jib 2 In-Ear True Wireless Earbuds with Mic (Black),"₹9,999","3,799",Skullcandy,Jib 2 TWS,Black,In Ear,Wireless
"ZEBRONICS Zeb-Symphony Bluetooth Wireless in Ear Earphones with Mic V5.2, Type C, Voice Assistant Support, Splash Proof, Magnetic Earpiece, Calling, Built-in Rechargeable Battery (Orange)","₹1,299",699,ZEBRONICS,Zeb- Symphony (Orange),Orange,In Ear,Wireless
"Boult Audio Omega True Wireless in Ear Earbuds with 30dB ANC, 32H Playtime, 45ms Xtreme Low Latency Mode, Quad Mic ENC, 3 Equalizer Modes, Active Noise Cancellation, TWS Bluetooth Gaming TWS (Black)","₹9,999","1,999",Boult Audio,AirBass,Omega Black,In Ear,Wireless
